Date,HourlyRelativeHumidity,HourlyWindSpeed
2017-01-01T00:51:00,96,7
2017-01-01T01:19:00,95,6
2017-01-01T01:35:00,95,7
2017-01-01T01:51:00,95,5
2017-01-01T02:07:00,95,6
2017-01-01T02:22:00,95,5
2017-01-01T02:49:00,93,0
2017-01-01T02:51:00,92,0
2017-01-01T03:51:00,95,0
2017-01-01T04:24:00,96,6
2017-01-01T04:51:00,100,6
2017-01-01T05:07:00,96,8
2017-01-01T05:19:00,100,3
2017-01-01T05:51:00,92,3
2017-01-01T06:16:00,92,3
2017-01-01T06:51:00,92,3
2017-01-01T06:58:00,92,3
2017-01-01T07:51:00,88,8
2017-01-01T07:56:00,88,7
2017-01-01T08:23:00,96,7
2017-01-01T08:38:00,92,6
2017-01-01T08:51:00,100,0
2017-01-01T09:00:00,88,0
2017-01-01T09:21:00,95,0
2017-01-01T09:41:00,92,3
2017-01-01T09:51:00,84,3
2017-01-01T10:06:00,88,6
2017-01-01T10:46:00,92,0
2017-01-01T10:51:00,92,0
2017-01-01T11:51:00,88,0
2017-01-01T12:51:00,92,5
2017-01-01T13:31:00,85,0
2017-01-01T13:51:00,89,3
2017-01-01T14:51:00,89,3
2017-01-01T15:14:00,89,5
2017-01-01T15:36:00,96,6
2017-01-01T15:43:00,96,6
2017-01-01T15:51:00,92,6
2017-01-01T15:59:00,96,5
2017-01-01T16:34:00,96,6
2017-01-01T16:51:00,100,3
2017-01-01T17:04:00,96,0
2017-01-01T17:45:00,96,0
2017-01-01T17:49:00,93,0
2017-01-01T17:51:00,96,0
2017-01-01T17:57:00,96,0
2017-01-01T18:15:00,89,0
2017-01-01T18:24:00,96,0
2017-01-01T18:31:00,96,0
2017-01-01T18:42:00,92,0
2017-01-01T18:51:00,92,0
2017-01-01T18:57:00,96,3
2017-01-01T19:15:00,96,0
2017-01-01T19:33:00,92,0
2017-01-01T19:43:00,92,0
2017-01-01T19:51:00,92,0
2017-01-01T20:03:00,96,0
2017-01-01T20:15:00,96,0
2017-01-01T20:24:00,92,0
2017-01-01T20:51:00,96,0
2017-01-01T20:56:00,96,0
2017-01-01T21:07:00,96,0
2017-01-01T21:51:00,96,0
2017-01-01T22:51:00,96,0
2017-01-01T23:16:00,100,3
2017-01-01T23:28:00,92,5
2017-01-01T23:45:00,96,5
2017-01-01T23:51:00,92,3
2017-01-01T23:59:00,,
2017-01-02T00:09:00,96,0
2017-01-02T00:14:00,92,0
2017-01-02T00:51:00,96,0
2017-01-02T00:57:00,96,0
2017-01-02T01:12:00,92,3
2017-01-02T01:41:00,96,7
2017-01-02T01:51:00,100,0
2017-01-02T02:01:00,92,3
2017-01-02T02:11:00,89,5
2017-01-02T02:34:00,96,0
2017-01-02T02:49:00,93,6
2017-01-02T02:51:00,96,6
2017-01-02T03:13:00,96,5
2017-01-02T03:51:00,96,3
2017-01-02T04:12:00,92,0
2017-01-02T04:51:00,96,3
2017-01-02T05:23:00,100,3
2017-01-02T05:33:00,95,5
2017-01-02T05:38:00,96,3
2017-01-02T05:44:00,100,6
2017-01-02T05:51:00,95,6
2017-01-02T06:09:00,95,6
2017-01-02T06:17:00,96,7
2017-01-02T06:51:00,92,3
2017-01-02T07:51:00,96,7
2017-01-02T08:51:00,95,0
2017-01-02T09:06:00,96,0
2017-01-02T09:35:00,100,0
2017-01-02T09:51:00,96,3
2017-01-02T10:51:00,92,3
2017-01-02T11:51:00,88,3
2017-01-02T12:51:00,78,3
2017-01-02T13:51:00,84,7
2017-01-02T14:51:00,84,6
2017-01-02T15:51:00,85,7
2017-01-02T16:51:00,89,3
2017-01-02T17:51:00,88,3
2017-01-02T18:51:00,100,6
2017-01-02T19:05:00,100,3
2017-01-02T19:51:00,100,0
2017-01-02T20:51:00,91,0
2017-01-02T21:51:00,96,9
2017-01-02T21:57:00,96,8
2017-01-02T22:51:00,95,0
2017-01-02T23:51:00,91,0
2017-01-02T23:59:00,,
2017-01-03T00:51:00,92,6
2017-01-03T01:51:00,88,3
2017-01-03T02:51:00,92,3
2017-01-03T03:51:00,92,9
2017-01-03T04:51:00,95,6
2017-01-03T05:51:00,92,5
2017-01-03T06:51:00,96,0
2017-01-03T07:51:00,87,0
2017-01-03T08:24:00,88,0
2017-01-03T08:33:00,95,0
2017-01-03T08:38:00,95,0
2017-01-03T08:42:00,95,3
2017-01-03T08:51:00,100,0
2017-01-03T09:51:00,95,0
2017-01-03T10:51:00,92,5
2017-01-03T11:51:00,85,3
2017-01-03T12:14:00,92,0
2017-01-03T12:23:00,85,0
2017-01-03T12:32:00,89,0
2017-01-03T12:48:00,93,5
2017-01-03T12:49:00,93,5
2017-01-03T12:51:00,92,5
2017-01-03T13:03:00,96,5
2017-01-03T13:22:00,92,3
2017-01-03T13:48:00,100,0
2017-01-03T13:51:00,92,0
2017-01-03T14:51:00,92,0
2017-01-03T15:38:00,89,0
2017-01-03T15:51:00,92,0
2017-01-03T15:59:00,92,0
2017-01-03T16:51:00,96,5
2017-01-03T17:51:00,92,0
2017-01-03T18:51:00,96,3
2017-01-03T19:51:00,96,3
2017-01-03T20:51:00,96,6
2017-01-03T21:08:00,96,6
2017-01-03T21:18:00,96,6
2017-01-03T21:24:00,96,7
2017-01-03T21:35:00,92,3
2017-01-03T21:49:00,93,5
2017-01-03T21:51:00,96,5
2017-01-03T21:59:00,96,3
2017-01-03T22:31:00,92,0
2017-01-03T22:40:00,92,0
2017-01-03T22:51:00,92,0
2017-01-03T23:07:00,92,0
2017-01-03T23:19:00,92,0
2017-01-03T23:35:00,96,0
2017-01-03T23:44:00,96,3
2017-01-03T23:49:00,93,5
2017-01-03T23:51:00,92,5
2017-01-03T23:59:00,,
2017-01-04T00:00:00,96,0
2017-01-04T00:20:00,96,0
2017-01-04T00:28:00,96,0
2017-01-04T00:33:00,96,0
2017-01-04T00:51:00,96,0
2017-01-04T01:00:00,92,0
2017-01-04T01:20:00,96,0
2017-01-04T01:26:00,96,0
2017-01-04T01:51:00,100,0
2017-01-04T02:00:00,96,3
2017-01-04T02:08:00,96,3
2017-01-04T02:37:00,100,0
2017-01-04T02:49:00,93,0
2017-01-04T02:51:00,96,0
2017-01-04T03:12:00,100,0
2017-01-04T03:51:00,96,0
2017-01-04T04:51:00,92,0
2017-01-04T05:00:00,89,0
2017-01-04T05:24:00,92,0
2017-01-04T05:43:00,96,0
2017-01-04T05:51:00,92,0
2017-01-04T06:51:00,96,3
2017-01-04T07:11:00,96,0
2017-01-04T07:17:00,96,3
2017-01-04T07:32:00,96,0
2017-01-04T07:51:00,96,7
2017-01-04T07:59:00,96,7
2017-01-04T08:04:00,96,7
2017-01-04T08:12:00,96,8
2017-01-04T08:32:00,96,8
2017-01-04T08:49:00,100,3
2017-01-04T08:50:00,100,0
2017-01-04T09:18:00,96,0
2017-01-04T09:41:00,96,0
2017-01-04T09:51:00,96,0
2017-01-04T10:03:00,96,3
2017-01-04T10:24:00,96,0
2017-01-04T10:38:00,88,3
2017-01-04T10:51:00,88,5
2017-01-04T11:01:00,92,0
2017-01-04T11:16:00,92,0
2017-01-04T11:48:00,93,0
2017-01-04T11:51:00,96,0
2017-01-04T12:25:00,96,11
2017-01-04T12:43:00,96,9
2017-01-04T12:49:00,100,14
2017-01-04T12:51:00,96,13
2017-01-04T12:56:00,92,14
2017-01-04T13:24:00,96,13
2017-01-04T13:51:00,96,14
2017-01-04T14:06:00,92,15
2017-01-04T14:29:00,92,15
2017-01-04T14:51:00,91,18
2017-01-04T14:56:00,91,20
2017-01-04T15:19:00,91,18
2017-01-04T15:51:00,96,18
2017-01-04T16:14:00,96,18
2017-01-04T16:23:00,100,16
2017-01-04T16:33:00,96,16
2017-01-04T16:51:00,96,17
2017-01-04T17:00:00,96,16
2017-01-04T17:18:00,96,14
2017-01-04T17:36:00,96,10
2017-01-04T17:43:00,96,9
2017-01-04T17:49:00,93,10
2017-01-04T17:51:00,96,10
2017-01-04T17:58:00,96,13
2017-01-04T18:51:00,96,18
2017-01-04T19:03:00,96,16
2017-01-04T19:13:00,92,18
2017-01-04T19:36:00,96,9
2017-01-04T19:51:00,92,10
2017-01-04T20:05:00,92,10
2017-01-04T20:22:00,92,11
2017-01-04T20:35:00,92,13
2017-01-04T20:38:00,92,15
2017-01-04T20:51:00,92,15
2017-01-04T21:05:00,96,13
2017-01-04T21:51:00,96,8
2017-01-04T22:04:00,96,10
2017-01-04T22:11:00,92,7
2017-01-04T22:22:00,96,3
2017-01-04T22:27:00,96,14
2017-01-04T22:35:00,88,16
2017-01-04T22:41:00,92,15
2017-01-04T22:46:00,88,15
2017-01-04T22:51:00,88,15
2017-01-04T23:51:00,77,15
2017-01-04T23:59:00,,
2017-01-05T00:46:00,74,14
2017-01-05T00:51:00,70,11
2017-01-05T01:16:00,73,3
2017-01-05T01:51:00,73,9
2017-01-05T02:48:00,72,6
2017-01-05T02:51:00,76,5
2017-01-05T03:10:00,73,0
2017-01-05T03:51:00,73,0
2017-01-05T04:51:00,73,9
2017-01-05T05:51:00,76,7
2017-01-05T06:51:00,73,0
2017-01-05T07:51:00,72,3
2017-01-05T08:51:00,72,7
2017-01-05T09:51:00,72,0
2017-01-05T10:51:00,72,6
2017-01-05T11:51:00,69,5
2017-01-05T12:51:00,72,7
2017-01-05T13:51:00,63,3
2017-01-05T14:51:00,72,0
2017-01-05T15:51:00,72,3
2017-01-05T16:51:00,72,0
2017-01-05T17:51:00,96,0
2017-01-05T18:36:00,87,0
2017-01-05T18:44:00,91,3
2017-01-05T18:51:00,87,5
2017-01-05T19:42:00,86,5
2017-01-05T19:51:00,81,0
2017-01-05T20:51:00,82,0
2017-01-05T21:11:00,82,0
2017-01-05T21:20:00,82,0
2017-01-05T21:28:00,71,0
2017-01-05T21:31:00,74,0
2017-01-05T21:51:00,90,0
2017-01-05T22:51:00,80,3
2017-01-05T23:19:00,77,3
2017-01-05T23:25:00,78,3
2017-01-05T23:38:00,78,0
2017-01-05T23:41:00,70,0
2017-01-05T23:51:00,74,0
2017-01-05T23:59:00,,
2017-01-06T00:22:00,72,6
2017-01-06T00:29:00,81,0
2017-01-06T00:35:00,77,5
2017-01-06T00:51:00,81,5
2017-01-06T00:57:00,81,3
2017-01-06T01:04:00,81,3
2017-01-06T01:22:00,77,0
2017-01-06T01:28:00,73,3
2017-01-06T01:49:00,82,0
2017-01-06T01:51:00,81,3
2017-01-06T01:57:00,77,3
2017-01-06T02:28:00,69,3
2017-01-06T02:40:00,77,0
2017-01-06T02:51:00,86,0
2017-01-06T03:08:00,77,5
2017-01-06T03:18:00,77,6
2017-01-06T03:24:00,76,3
2017-01-06T03:45:00,69,0
2017-01-06T03:51:00,69,0
2017-01-06T04:09:00,81,0
2017-01-06T04:13:00,81,0
2017-01-06T04:22:00,73,0
2017-01-06T04:31:00,77,3
2017-01-06T04:40:00,81,3
2017-01-06T04:49:00,83,5
2017-01-06T04:51:00,77,5
2017-01-06T04:56:00,72,3
2017-01-06T05:51:00,73,0
2017-01-06T06:51:00,72,3
2017-01-06T07:21:00,77,0
2017-01-06T07:51:00,73,5
2017-01-06T08:15:00,81,0
2017-01-06T08:51:00,86,3
2017-01-06T09:51:00,95,0
2017-01-06T10:03:00,86,3
2017-01-06T10:17:00,82,0
2017-01-06T10:22:00,78,0
2017-01-06T10:28:00,77,0
2017-01-06T10:39:00,95,0
2017-01-06T10:51:00,86,3
2017-01-06T11:33:00,78,0
2017-01-06T11:37:00,67,0
2017-01-06T11:51:00,66,0
2017-01-06T11:57:00,66,5
2017-01-06T12:51:00,75,0
2017-01-06T13:51:00,68,0
2017-01-06T14:51:00,65,0
2017-01-06T15:51:00,75,0
2017-01-06T16:51:00,71,3
2017-01-06T17:51:00,86,0
2017-01-06T18:51:00,82,3
2017-01-06T19:12:00,86,0
2017-01-06T19:18:00,85,0
2017-01-06T19:26:00,86,0
2017-01-06T19:32:00,86,0
2017-01-06T19:51:00,74,0
2017-01-06T20:04:00,86,3
2017-01-06T20:13:00,86,3
2017-01-06T20:51:00,82,5
2017-01-06T21:26:00,77,3
2017-01-06T21:38:00,85,0
2017-01-06T21:49:00,83,0
2017-01-06T21:51:00,82,0
2017-01-06T22:51:00,74,0
2017-01-06T23:51:00,77,0
2017-01-06T23:59:00,,
2017-01-07T00:51:00,80,5
2017-01-07T01:51:00,85,0
2017-01-07T02:04:00,73,0
2017-01-07T02:14:00,77,0
2017-01-07T02:27:00,85,0
2017-01-07T02:35:00,77,0
2017-01-07T02:42:00,73,0
2017-01-07T02:51:00,81,3
2017-01-07T03:51:00,81,0
2017-01-07T04:51:00,81,0
2017-01-07T05:51:00,81,0
2017-01-07T06:51:00,73,0
2017-01-07T07:51:00,81,0
2017-01-07T08:51:00,72,3
2017-01-07T09:51:00,69,3
2017-01-07T10:51:00,73,3
2017-01-07T11:51:00,75,0
2017-01-07T12:51:00,75,5
2017-01-07T13:51:00,79,6
2017-01-07T14:51:00,75,3
2017-01-07T15:51:00,75,0
2017-01-07T16:51:00,79,6
2017-01-07T17:49:00,84,0
2017-01-07T17:51:00,79,0
2017-01-07T17:56:00,79,0
2017-01-07T18:13:00,83,0
2017-01-07T18:40:00,83,5
2017-01-07T18:51:00,83,0
2017-01-07T19:00:00,80,0
2017-01-07T19:07:00,80,0
2017-01-07T19:51:00,83,3
2017-01-07T20:51:00,76,6
2017-01-07T21:06:00,83,5
2017-01-07T21:17:00,88,6
2017-01-07T21:30:00,88,5
2017-01-07T21:51:00,88,3
2017-01-07T22:49:00,85,0
2017-01-07T22:51:00,87,0
2017-01-07T23:02:00,87,0
2017-01-07T23:09:00,87,0
2017-01-07T23:16:00,83,0
2017-01-07T23:51:00,84,0
2017-01-07T23:59:00,,
2017-01-08T00:51:00,87,3
2017-01-08T01:51:00,88,3
2017-01-08T02:51:00,92,0
2017-01-08T03:51:00,92,0
2017-01-08T04:51:00,92,3
2017-01-08T05:25:00,92,3
2017-01-08T05:51:00,92,3
2017-01-08T06:43:00,92,0
2017-01-08T06:49:00,86,0
2017-01-08T06:51:00,88,0
2017-01-08T07:02:00,95,0
2017-01-08T07:23:00,92,3
2017-01-08T07:51:00,96,0
2017-01-08T08:02:00,92,0
2017-01-08T08:08:00,92,0
2017-01-08T08:49:00,86,3
2017-01-08T08:51:00,88,0
2017-01-08T09:51:00,92,0
2017-01-08T10:02:00,88,0
2017-01-08T10:07:00,88,0
2017-01-08T10:51:00,89,0
2017-01-08T11:15:00,89,0
2017-01-08T11:38:00,89,0
2017-01-08T11:49:00,86,0
2017-01-08T11:51:00,85,0
2017-01-08T12:23:00,92,3
2017-01-08T12:51:00,88,0
2017-01-08T13:04:00,92,0
2017-01-08T13:37:00,91,0
2017-01-08T13:49:00,93,3
2017-01-08T13:51:00,92,5
2017-01-08T14:08:00,96,0
2017-01-08T14:51:00,96,3
2017-01-08T15:12:00,91,0
2017-01-08T15:46:00,96,0
2017-01-08T15:51:00,96,0
2017-01-08T16:07:00,96,0
2017-01-08T16:51:00,92,0
2017-01-08T17:15:00,96,0
2017-01-08T17:18:00,96,0
2017-01-08T17:37:00,92,6
2017-01-08T17:51:00,96,5
2017-01-08T18:00:00,96,0
2017-01-08T18:11:00,92,3
2017-01-08T18:17:00,92,5
2017-01-08T18:45:00,96,7
2017-01-08T18:51:00,96,0
2017-01-08T19:36:00,96,3
2017-01-08T19:51:00,96,0
2017-01-08T20:00:00,96,0
2017-01-08T20:10:00,96,0
2017-01-08T20:26:00,96,3
2017-01-08T20:46:00,92,20
2017-01-08T20:51:00,93,13
2017-01-08T21:51:00,89,5
2017-01-08T22:51:00,86,11
2017-01-08T23:51:00,79,5
2017-01-08T23:59:00,,
2017-01-09T00:51:00,71,8
2017-01-09T01:51:00,79,11
2017-01-09T02:51:00,61,6
2017-01-09T03:51:00,71,17
2017-01-09T04:51:00,86,14
2017-01-09T05:51:00,73,17
2017-01-09T06:51:00,79,20
2017-01-09T07:51:00,86,17
2017-01-09T08:51:00,89,9
2017-01-09T08:57:00,93,7
2017-01-09T09:11:00,96,10
2017-01-09T09:44:00,96,11
2017-01-09T09:49:00,93,11
2017-01-09T09:51:00,93,14
2017-01-09T10:31:00,93,9
2017-01-09T10:36:00,97,5
2017-01-09T10:49:00,100,8
2017-01-09T10:51:00,97,7
2017-01-09T11:48:00,93,10
2017-01-09T11:51:00,96,9
2017-01-09T12:17:00,93,5
2017-01-09T12:26:00,93,3
2017-01-09T12:51:00,93,3
2017-01-09T13:38:00,86,10
2017-01-09T13:49:00,87,34s
2017-01-09T13:51:00,89,22
2017-01-09T13:54:00,93,16
2017-01-09T13:59:00,93,28
2017-01-09T14:04:00,93,28
2017-01-09T14:17:00,96,11
2017-01-09T14:24:00,96,6
2017-01-09T14:34:00,93,6
2017-01-09T14:51:00,93,14
2017-01-09T15:51:00,79,15
2017-01-09T16:51:00,60,7
2017-01-09T17:51:00,62,18
2017-01-09T18:32:00,85,21
2017-01-09T18:37:00,85,22
2017-01-09T18:51:00,85,16
2017-01-09T19:51:00,76,15
2017-01-09T20:51:00,78,14
2017-01-09T21:51:00,85,6
2017-01-09T22:51:00,78,0
2017-01-09T23:51:00,85,3
2017-01-09T23:59:00,,
2017-01-10T00:51:00,85,0
2017-01-10T01:51:00,70,6
2017-01-10T02:51:00,67,6
2017-01-10T03:51:00,64,5
2017-01-10T04:51:00,57,15
2017-01-10T05:51:00,70,15
2017-01-10T06:16:00,82,8
2017-01-10T06:23:00,82,8
2017-01-10T06:51:00,89,11
2017-01-10T07:51:00,70,7
2017-01-10T08:51:00,57,22
2017-01-10T09:01:00,67,25
2017-01-10T09:24:00,76,7
2017-01-10T09:34:00,76,3
2017-01-10T09:51:00,82,9
2017-01-10T10:51:00,65,6
2017-01-10T11:51:00,65,15
2017-01-10T11:58:00,70,13
2017-01-10T12:51:00,60,16
2017-01-10T13:51:00,65,10
2017-01-10T14:51:00,70,9
2017-01-10T15:51:00,68,7
2017-01-10T16:51:00,73,14
2017-01-10T17:29:00,76,17
2017-01-10T17:51:00,82,15
2017-01-10T18:51:00,89,10
2017-01-10T19:49:00,81,15
2017-01-10T19:51:00,79,16
2017-01-10T20:51:00,70,16
2017-01-10T21:51:00,67,13
2017-01-10T22:51:00,70,16
2017-01-10T23:51:00,73,15
2017-01-10T23:59:00,,
2017-01-11T00:30:00,79,13
2017-01-11T00:51:00,89,13
2017-01-11T01:51:00,93,13
2017-01-11T02:51:00,97,9
2017-01-11T03:51:00,96,7
2017-01-11T04:10:00,100,6
2017-01-11T04:24:00,100,6
2017-01-11T04:31:00,100,7
2017-01-11T04:44:00,97,7
2017-01-11T04:51:00,97,5
2017-01-11T05:17:00,96,8
2017-01-11T05:26:00,100,8
2017-01-11T05:35:00,100,9
2017-01-11T05:48:00,100,9
2017-01-11T05:51:00,100,8
2017-01-11T05:57:00,100,8
2017-01-11T06:09:00,100,10
2017-01-11T06:14:00,100,10
2017-01-11T06:24:00,100,9
2017-01-11T06:41:00,100,9
2017-01-11T06:51:00,100,5
2017-01-11T07:38:00,97,10
2017-01-11T07:51:00,93,14
2017-01-11T08:51:00,79,9
2017-01-11T09:51:00,82,8
2017-01-11T10:51:00,89,13
2017-01-11T11:51:00,89,6
2017-01-11T12:23:00,89,8
2017-01-11T12:38:00,89,10
2017-01-11T12:51:00,93,10
2017-01-11T13:51:00,93,10
2017-01-11T14:13:00,93,9
2017-01-11T14:51:00,79,7
2017-01-11T15:37:00,82,20
2017-01-11T15:45:00,92,13
2017-01-11T15:49:00,93,11
2017-01-11T15:51:00,92,9
2017-01-11T15:59:00,100,6
2017-01-11T16:08:00,100,3
2017-01-11T16:15:00,96,8
2017-01-11T16:51:00,92,5
2017-01-11T17:00:00,89,3
2017-01-11T17:12:00,92,0
2017-01-11T17:51:00,100,6
2017-01-11T18:01:00,96,8
2017-01-11T18:51:00,100,3
2017-01-11T19:39:00,96,6
2017-01-11T19:42:00,96,6
2017-01-11T19:51:00,96,7
2017-01-11T19:56:00,96,5
2017-01-11T20:03:00,100,6
2017-01-11T20:07:00,96,5
2017-01-11T20:18:00,100,0
2017-01-11T20:51:00,96,5
2017-01-11T21:51:00,96,0
2017-01-11T22:51:00,100,5
2017-01-11T23:30:00,100,5
2017-01-11T23:39:00,100,0
2017-01-11T23:49:00,100,0
2017-01-11T23:51:00,100,0
2017-01-11T23:59:00,,
2017-01-12T00:51:00,100,3
2017-01-12T01:25:00,100,0
2017-01-12T01:34:00,96,0
2017-01-12T01:51:00,100,0
2017-01-12T02:05:00,96,0
2017-01-12T02:36:00,96,0
2017-01-12T02:49:00,100,0
2017-01-12T02:51:00,100,0
2017-01-12T02:53:00,100,0
2017-01-12T03:05:00,100,0
2017-01-12T03:10:00,96,0
2017-01-12T03:13:00,100,3
2017-01-12T03:51:00,100,3
2017-01-12T03:57:00,100,7
2017-01-12T04:02:00,96,3
2017-01-12T04:11:00,100,3
2017-01-12T04:17:00,100,0
2017-01-12T04:31:00,100,0
2017-01-12T04:38:00,100,5
2017-01-12T04:51:00,100,5
2017-01-12T05:04:00,100,6
2017-01-12T05:11:00,100,5
2017-01-12T05:19:00,100,5
2017-01-12T05:24:00,96,5
2017-01-12T05:51:00,96,7
2017-01-12T06:04:00,92,3
2017-01-12T06:51:00,96,3
2017-01-12T07:14:00,100,0
2017-01-12T07:37:00,96,0
2017-01-12T07:51:00,92,0
2017-01-12T08:04:00,92,0
2017-01-12T08:36:00,96,5
2017-01-12T08:51:00,96,5
2017-01-12T09:09:00,100,3
2017-01-12T09:16:00,100,0
2017-01-12T09:32:00,100,6
2017-01-12T09:38:00,96,6
2017-01-12T09:49:00,93,7
2017-01-12T09:51:00,88,7
2017-01-12T10:14:00,92,5
2017-01-12T10:51:00,96,0
2017-01-12T11:03:00,96,5
2017-01-12T11:51:00,88,7
2017-01-12T12:51:00,85,6
2017-01-12T13:51:00,81,0
2017-01-12T14:51:00,84,3
2017-01-12T15:51:00,78,0
2017-01-12T16:51:00,81,0
2017-01-12T17:51:00,81,3
2017-01-12T18:51:00,85,0
2017-01-12T19:51:00,91,0
2017-01-12T20:51:00,96,5
2017-01-12T21:51:00,96,0
2017-01-12T22:51:00,88,3
2017-01-12T23:51:00,95,7
2017-01-12T23:59:00,,
2017-01-13T00:51:00,84,3
2017-01-13T01:35:00,88,0
2017-01-13T01:51:00,88,0
2017-01-13T02:51:00,92,3
2017-01-13T03:00:00,100,3
2017-01-13T03:04:00,96,3
2017-01-13T03:30:00,92,5
2017-01-13T03:51:00,95,3
2017-01-13T04:29:00,84,0
2017-01-13T04:38:00,84,0
2017-01-13T04:51:00,88,0
2017-01-13T05:08:00,84,3
2017-01-13T05:51:00,92,3
2017-01-13T06:29:00,92,5
2017-01-13T06:51:00,96,0
2017-01-13T07:13:00,95,0
2017-01-13T07:51:00,92,0
2017-01-13T08:12:00,92,0
2017-01-13T08:21:00,92,0
2017-01-13T08:51:00,92,0
2017-01-13T09:14:00,96,0
2017-01-13T09:43:00,95,0
2017-01-13T09:49:00,100,0
2017-01-13T09:51:00,96,0
2017-01-13T09:58:00,92,0
2017-01-13T10:06:00,95,0
2017-01-13T10:24:00,100,3
2017-01-13T10:29:00,100,0
2017-01-13T10:51:00,92,0
2017-01-13T11:51:00,92,0
2017-01-13T12:51:00,84,0
2017-01-13T13:51:00,85,0
2017-01-13T14:51:00,78,0
2017-01-13T15:51:00,78,0
2017-01-13T16:51:00,78,0
2017-01-13T17:51:00,78,0
2017-01-13T18:51:00,78,0
2017-01-13T19:51:00,81,0
2017-01-13T20:51:00,81,0
2017-01-13T21:51:00,81,3
2017-01-13T22:51:00,89,0
2017-01-13T23:51:00,85,3
2017-01-13T23:59:00,,
2017-01-14T00:51:00,92,5
2017-01-14T01:51:00,92,0
2017-01-14T02:51:00,88,5
2017-01-14T03:51:00,95,0
2017-01-14T04:51:00,96,0
2017-01-14T05:51:00,92,5
2017-01-14T06:51:00,92,3
2017-01-14T07:51:00,92,0
2017-01-14T08:51:00,95,0
2017-01-14T09:51:00,88,0
2017-01-14T10:51:00,85,3
2017-01-14T11:51:00,89,3
2017-01-14T12:51:00,85,0
2017-01-14T13:51:00,78,3
2017-01-14T14:51:00,77,0
2017-01-14T15:51:00,75,0
2017-01-14T16:51:00,74,0
2017-01-14T17:51:00,85,0
2017-01-14T18:51:00,88,3
2017-01-14T19:51:00,95,0
2017-01-14T20:51:00,88,0
2017-01-14T21:26:00,96,0
2017-01-14T21:28:00,92,0
2017-01-14T21:37:00,87,0
2017-01-14T21:51:00,96,0
2017-01-14T22:03:00,92,0
2017-01-14T22:12:00,87,0
2017-01-14T22:17:00,92,0
2017-01-14T22:51:00,95,0
2017-01-14T23:07:00,92,0
2017-01-14T23:22:00,88,0
2017-01-14T23:36:00,92,0
2017-01-14T23:42:00,92,0
2017-01-14T23:48:00,92,0
2017-01-14T23:51:00,92,0
2017-01-14T23:59:00,,
2017-01-15T00:06:00,87,0
2017-01-15T00:51:00,95,0
2017-01-15T00:55:00,92,3
2017-01-15T01:51:00,92,0
2017-01-15T02:51:00,88,0
2017-01-15T03:51:00,92,0
2017-01-15T04:51:00,92,0
2017-01-15T05:51:00,92,0
2017-01-15T06:11:00,92,0
2017-01-15T06:33:00,84,3
2017-01-15T06:42:00,84,3
2017-01-15T06:51:00,87,0
2017-01-15T07:00:00,87,3
2017-01-15T07:11:00,88,0
2017-01-15T07:20:00,88,0
2017-01-15T07:40:00,88,0
2017-01-15T07:51:00,88,0
2017-01-15T08:09:00,92,0
2017-01-15T08:38:00,87,5
2017-01-15T08:49:00,92,5
2017-01-15T08:51:00,91,5
2017-01-15T09:15:00,83,3
2017-01-15T09:22:00,84,5
2017-01-15T09:34:00,84,5
2017-01-15T09:42:00,88,5
2017-01-15T09:49:00,92,5
2017-01-15T09:51:00,92,5
2017-01-15T10:00:00,88,6
2017-01-15T10:05:00,88,5
2017-01-15T10:35:00,95,0
2017-01-15T10:43:00,92,3
2017-01-15T10:51:00,88,5
2017-01-15T10:58:00,88,5
2017-01-15T11:03:00,87,7
2017-01-15T11:51:00,88,3
2017-01-15T12:51:00,84,0
2017-01-15T13:51:00,88,5
2017-01-15T14:51:00,80,0
2017-01-15T15:51:00,80,0
2017-01-15T16:51:00,80,6
2017-01-15T17:51:00,87,3
2017-01-15T18:51:00,88,0
2017-01-15T19:43:00,96,3
2017-01-15T19:49:00,92,0
2017-01-15T19:51:00,92,0
2017-01-15T19:57:00,92,0
2017-01-15T20:03:00,96,0
2017-01-15T20:09:00,87,0
2017-01-15T20:23:00,87,0
2017-01-15T20:30:00,88,0
2017-01-15T20:37:00,92,0
2017-01-15T20:51:00,100,6
2017-01-15T20:59:00,96,5
2017-01-15T21:09:00,83,3
2017-01-15T21:19:00,87,0
2017-01-15T21:39:00,92,5
2017-01-15T21:51:00,91,0
2017-01-15T22:08:00,87,0
2017-01-15T22:25:00,91,0
2017-01-15T22:51:00,87,3
2017-01-15T22:56:00,87,3
2017-01-15T23:01:00,95,0
2017-01-15T23:09:00,100,0
2017-01-15T23:20:00,87,0
2017-01-15T23:24:00,87,0
2017-01-15T23:33:00,96,3
2017-01-15T23:48:00,92,5
2017-01-15T23:49:00,100,5
2017-01-15T23:51:00,96,5
2017-01-15T23:59:00,,
2017-01-16T00:03:00,91,5
2017-01-16T00:08:00,91,5
2017-01-16T00:34:00,91,5
2017-01-16T00:51:00,95,0
2017-01-16T00:58:00,95,0
2017-01-16T01:30:00,91,0
2017-01-16T01:38:00,91,3
2017-01-16T01:51:00,96,0
2017-01-16T02:00:00,96,0
2017-01-16T02:22:00,87,3
2017-01-16T02:41:00,91,3
2017-01-16T02:48:00,92,3
2017-01-16T02:51:00,87,0
2017-01-16T02:58:00,91,3
2017-01-16T03:35:00,91,0
2017-01-16T03:45:00,88,0
